die_id,lot_id,timestamp,iddq,leakage_current,prop_delay
COMP_68,34,24,5.2659,9.7232,197.695
COMP_68,34,96,5.4352,10.2495,200.4002
COMP_68,34,168,5.2473,10.0604,201.9065
COMP_69,40,0,5.671,10.0816,200.977
COMP_69,40,24,5.7793,11.1278,203.4838
COMP_69,40,96,5.6473,11.6022,205.4518
COMP_69,40,168,5.801,11.672,207.2568
COMP_70,36,0,4.9644,11.0515,195.8363
COMP_70,36,24,4.865,11.9662,198.1752
COMP_70,36,96,4.8127,12.2634,200.424
COMP_70,36,168,4.9126,12.6074,201.8889
COMP_71,23,0,4.069,11.4394,192.2983
COMP_71,23,24,4.1877,12.2588,195.0342
COMP_71,23,96,4.1989,12.7368,197.3893
COMP_71,23,168,4.1443,13.0665,199.2839
COMP_72,28,0,4.5628,10.4596,200.5685
COMP_72,28,24,4.6491,11.4026,202.7948
COMP_72,28,96,4.8676,11.9513,205.4467
COMP_72,28,168,4.7433,12.1209,206.9425
COMP_73,48,0,5.0549,9.7279,202.4955
COMP_73,48,24,5.1851,10.5748,205.1208
COMP_73,48,96,5.2063,11.0147,207.3752
COMP_73,48,168,5.1657,11.296,209.1121
COMP_74,45,0,4.7512,8.9734,203.7445
COMP_74,45,24,4.7434,9.7596,206.1097
COMP_74,45,96,4.7535,10.3153,208.7286
COMP_74,45,168,29.0079,41.1893,210.4147
COMP_75,30,0,4.5618,9.8097,193.7173
COMP_75,30,24,4.6196,10.8679,195.7882
COMP_75,30,96,4.5942,11.3281,198.396
COMP_75,30,168,4.6198,11.4136,199.972
COMP_76,34,0,4.7065,9.7632,194.2216
COMP_76,34,24,4.997,10.7558,197.0898
COMP_76,34,96,5.0112,11.2395,199.3947
COMP_76,34,168,4.8696,11.3092,201.1954
COMP_77,32,0,4.9364,11.3711,194.5339
COMP_77,32,24,4.7797,12.235,196.7374
COMP_77,32,96,4.8681,12.613,199.0884
COMP_77,32,168,4.7455,12.7901,200.6247
COMP_78,20,0,5.7697,10.371,203.767
COMP_78,20,24,5.8735,11.1953,205.9673
COMP_78,20,96,5.7994,11.573,208.7873
COMP_78,20,168,5.7153,11.7689,209.8876
COMP_79,31,0,5.9184,10.3357,200.2011
COMP_79,31,24,6.0516,11.3496,202.329
COMP_79,31,96,6.2012,11.6778,204.9556
COMP_79,31,168,6.1554,11.8863,206.4789
COMP_80,22,0,5.2651,9.6941,206.6786
COMP_80,22,24,4.8142,10.6071,209.3667
COMP_80,22,96,4.8555,10.9813,211.5178
COMP_80,22,168,5.0391,11.1922,213.3795
COMP_81,32,0,5.1121,11.4864,195.0206
COMP_81,32,24,4.8957,12.1442,197.7361
COMP_81,32,96,4.8301,12.8577,200.1143
COMP_81,32,168,4.8819,12.8236,201.8392
COMP_82,2,0,4.9892,9.6852,199.0067
COMP_82,2,24,4.9308,10.4726,201.033
COMP_82,2,96,5.1332,10.8265,203.6273
COMP_82,2,168,4.9103,11.0816,205.2853
COMP_83,17,0,5.2928,10.6563,195.2947
COMP_83,17,24,5.5167,11.5432,198.0271
COMP_83,17,96,5.5125,12.0433,200.1363
COMP_83,17,168,5.4226,12.2827,201.566
COMP_84,24,0,4.8116,7.0426,203.2349
COMP_84,24,24,4.7601,8.336,205.3323
COMP_84,24,96,4.8956,8.7776,228.5967
COMP_84,24,168,4.9961,8.8931,276.2335
COMP_85,41,0,4.8175,10.6735,207.0214
COMP_85,41,24,4.9796,11.6625,209.7484
COMP_85,41,96,4.9055,12.0324,212.2418
COMP_85,41,168,4.8841,12.2197,214.3429
COMP_86,30,0,4.9037,9.5183,190.3814
COMP_86,30,24,4.6332,10.5885,192.8934
COMP_86,30,96,4.7777,11.1397,195.1699
COMP_86,30,168,4.9202,11.2102,196.4222
COMP_87,2,0,5.3902,8.9955,198.2068
COMP_87,2,24,5.1653,9.97,200.414
COMP_87,2,96,5.4493,10.2736,203.05
COMP_87,2,168,5.2256,10.392,204.6655
COMP_88,39,0,5.2139,10.2763,193.0779
COMP_88,39,24,5.3722,11.2234,195.4844
COMP_88,39,96,24.0861,41.1367,197.9986
COMP_88,39,168,24.3557,41.2594,200.0524
COMP_89,45,0,4.6508,8.6225,203.4832
COMP_89,45,24,4.5821,9.6149,205.6409
COMP_89,45,96,4.6398,10.0008,208.5821
COMP_89,45,168,4.6856,10.1233,209.8388
COMP_90,23,0,4.1581,11.8901,194.396
COMP_90,23,24,4.3027,12.8864,196.6487
COMP_90,23,96,4.2883,13.1819,199.0222
COMP_90,23,168,4.1368,13.3372,200.8209
COMP_91,49,0,4.1384,10.0229,202.5527
COMP_91,49,24,4.2559,10.8942,204.9923
COMP_91,49,96,4.2955,11.3657,207.2174
COMP_91,49,168,4.1566,11.5947,208.6177
COMP_92,31,0,6.2273,10.8802,199.5699
COMP_92,31,24,6.201,11.5063,201.8856
COMP_92,31,96,6.1105,12.2276,204.1441
COMP_92,31,168,6.3215,12.1863,205.5391
COMP_93,46,0,4.8234,10.3843,192.7085
COMP_93,46,24,4.8356,11.1671,195.6087
COMP_93,46,96,4.6698,11.5836,198.194
COMP_93,46,168,4.8698,11.6864,199.2938
COMP_94,21,0,4.6334,11.3851,195.4903
COMP_94,21,24,4.7602,12.5159,198.1259
COMP_94,21,96,4.6406,12.8269,200.0714
COMP_94,21,168,4.6843,12.9993,202.2051
COMP_95,22,0,5.0861,9.5744,206.4651
COMP_95,22,24,5.0728,10.4777,208.9326
COMP_95,22,96,5.15,10.9233,211.4221
COMP_95,22,168,5.2135,11.0527,212.6663
COMP_96,1,0,5.133,10.0238,196.3286
COMP_96,1,24,5.1315,10.9991,198.5128
COMP_96,1,96,5.131,11.3264,201.1055
COMP_96,1,168,5.1313,11.456,202.4044
COMP_97,26,0,4.3946,9.7211,196.5825
COMP_97,26,24,4.5806,10.6751,199.3774
COMP_97,26,96,4.5513,10.8534,201.5027
COMP_97,26,168,4.4805,11.1837,202.8904
COMP_98,41,0,5.3126,11.3079,208.1755
COMP_98,41,24,5.0884,12.5079,210.527
COMP_98,41,96,5.3629,12.4515,213.0355
COMP_98,41,168,4.9156,13.0149,214.2506
COMP_99,1,0,4.7115,9.6937,199.3696
COMP_99,1,24,4.9066,10.8635,201.5933
COMP_99,1,96,4.9083,11.1921,203.9174
COMP_99,1,168,4.6357,11.3917,205.4182
COMP_100,25,0,5.0934,11.0234,210.3309
COMP_100,25,24,5.1212,12.1252,212.4963
COMP_100,25,96,5.112,12.6425,215.4692
COMP_100,25,168,4.964,12.8804,216.9901
COMP_101,16,0,4.5559,9.9956,200.0229
COMP_101,16,24,4.6636,11.1665,202.6421
COMP_101,16,96,4.7227,11.3831,204.929
COMP_101,16,168,4.8154,11.6121,206.6589
COMP_102,39,0,5.034,10.2346,194.5733
COMP_102,39,24,5.394,11.0734,197.1638
COMP_102,39,96,5.2594,11.5615,199.5847
COMP_102,39,168,4.9589,11.8713,200.9341
COMP_103,32,0,5.3281,11.3524,195.2733
COMP_103,32,24,5.2228,12.2526,198.0314
COMP_103,32,96,5.2027,12.6481,200.2842
COMP_103,32,168,5.225,12.864,201.4592
COMP_104,8,0,4.9436,10.3671,201.4156
COMP_104,8,24,5.0608,11.0579,204.2184
COMP_104,8,96,4.8062,11.4804,206.6171
COMP_104,8,168,4.9438,11.5822,207.9991
COMP_105,42,0,5.2334,8.9374,191.6755
COMP_105,42,24,5.3693,9.8553,194.196
COMP_105,42,96,5.3718,10.3618,196.4661
COMP_105,42,168,5.3023,10.4824,198.2444
COMP_106,47,0,5.6813,10.2676,193.5553
COMP_106,47,24,5.7062,11.289,195.8915
COMP_106,47,96,5.8883,11.5439,198.4696
COMP_106,47,168,5.7528,11.8756,199.8145
COMP_107,38,0,4.228,9.3021,203.7889
COMP_107,38,24,4.3475,10.003,206.0727
COMP_107,38,96,4.3369,10.6628,208.2666
COMP_107,38,168,4.2661,10.6274,210.4478
COMP_108,28,0,4.5337,10.0694,200.6962
COMP_108,28,24,4.7688,10.9711,202.8436
COMP_108,28,96,4.6795,11.2111,205.1695
COMP_108,28,168,4.5769,11.4752,207.2232
COMP_109,41,0,4.7177,10.7967,207.8077
COMP_109,41,24,4.6897,11.5983,210.9903
COMP_109,41,96,4.8626,12.1676,212.7502
COMP_109,41,168,4.5671,12.1448,214.9974
COMP_110,25,0,4.9613,11.0111,211.0855
COMP_110,25,24,4.8602,11.8398,213.1662
COMP_110,25,96,4.7393,12.3497,215.5388
COMP_110,25,168,4.7986,12.473,217.2818
COMP_111,34,0,5.4107,8.8732,194.2182
COMP_111,34,24,5.2618,9.8093,196.8261
COMP_111,34,96,5.5006,10.1923,199.658
COMP_111,34,168,5.4675,10.407,201.1018
COMP_112,49,0,4.348,10.1826,200.3655
COMP_112,49,24,4.1629,11.3484,202.8301
COMP_112,49,96,4.2902,11.6273,205.1965
COMP_112,49,168,4.2494,12.055,207.0223
COMP_113,24,0,4.6141,7.1112,202.3555
COMP_113,24,24,4.5301,8.0867,205.1492
COMP_113,24,96,4.5566,8.4953,207.0193
COMP_113,24,168,4.5258,8.7017,208.7768
COMP_114,23,0,4.3948,11.1742,190.971
COMP_114,23,24,4.5937,12.3465,193.7505
COMP_114,23,96,4.4059,12.7423,196.3793
COMP_114,23,168,4.4924,12.9397,198.1336
COMP_115,12,0,4.9229,8.2877,198.7291
COMP_115,12,24,5.2572,9.2761,200.9153
COMP_115,12,96,5.2356,9.65,203.2887
COMP_115,12,168,5.1736,9.8884,204.7311
COMP_116,6,0,5.925,9.325,210.1371
COMP_116,6,24,6.0507,10.1205,212.1841
COMP_116,6,96,6.098,10.6186,214.8161
COMP_116,6,168,6.1252,10.6352,216.7831
COMP_117,35,0,4.6526,9.4376,209.3007
COMP_117,35,24,4.7159,10.7187,212.1532
COMP_117,35,96,4.6611,11.0167,214.2334
COMP_117,35,168,4.5005,11.2387,215.7718
COMP_118,44,0,4.0633,9.8866,203.6583
COMP_118,44,24,4.0393,10.8246,205.8649
COMP_118,44,96,4.0402,11.3353,208.3513
COMP_118,44,168,4.3022,11.4624,209.7575
COMP_119,19,0,4.253,9.6071,204.6797
COMP_119,19,24,4.2095,10.6175,206.8459
COMP_119,19,96,4.1639,11.1115,209.2562
COMP_119,19,168,4.2601,11.3316,211.2234
COMP_120,0,0,5.1589,10.5179,192.3695
COMP_120,0,24,5.366,11.5045,195.1397
COMP_120,0,96,5.4802,11.8437,197.5915
COMP_120,0,168,5.3977,12.2647,199.0893
COMP_121,7,0,5.546,9.1315,201.9226
COMP_121,7,24,5.5633,9.9533,204.5305
COMP_121,7,96,5.6788,10.3169,206.9855
COMP_121,7,168,5.6401,10.5805,208.3131
COMP_122,45,0,4.8098,8.335,204.2909
COMP_122,45,24,4.7642,9.2907,206.9786
COMP_122,45,96,5.0037,9.7343,209.1834
COMP_122,45,168,4.8869,9.9542,210.746
COMP_123,15,0,4.6265,11.5478,201.9206
COMP_123,15,24,4.8194,12.5246,204.4347
COMP_123,15,96,4.5306,12.9588,206.9021
COMP_123,15,168,4.5471,13.2112,208.4672
COMP_124,13,0,4.3219,8.6589,211.1406
COMP_124,13,24,4.4664,9.6825,213.5366
COMP_124,13,96,4.3663,10.1264,216.1719
COMP_124,13,168,4.3265,10.3147,218.0141
COMP_125,11,0,4.6299,9.7585,198.8223
COMP_125,11,24,4.7031,10.5912,200.8134
COMP_125,11,96,4.7142,11.0234,203.5744
COMP_125,11,168,4.7754,11.187,205.5869
COMP_126,22,0,5.583,10.4253,207.1521
COMP_126,22,24,5.5972,11.5726,209.0828
COMP_126,22,96,5.4664,11.9196,211.331
COMP_126,22,168,5.6404,12.2145,213.3319
COMP_127,14,0,3.935,10.3141,200.3387
COMP_127,14,24,4.1075,11.4819,202.7647
COMP_127,14,96,4.0193,11.6931,205.3906
COMP_127,14,168,4.1509,12.0286,206.5347
COMP_128,27,0,4.9239,9.4009,197.2954
COMP_128,27,24,5.0396,10.1544,199.7903
COMP_128,27,96,4.947,10.5698,202.6818
COMP_128,27,168,4.9694,10.9108,203.9538
COMP_129,33,0,4.6151,9.4068,202.7559
COMP_129,33,24,4.6488,10.2717,205.4712
COMP_129,33,96,4.642,10.7902,207.1959
COMP_129,33,168,4.649,11.0664,209.4722
COMP_130,1,0,5.1216,9.9944,198.7604
COMP_130,1,24,5.0088,10.9803,200.8101
COMP_130,1,96,5.1743,11.2493,203.564
COMP_130,1,168,5.002,11.4069,205.1
COMP_131,31,0,5.7088,10.3162,199.7652
COMP_131,31,24,5.7213,11.1406,202.2291
COMP_131,31,96,5.7035,11.538,204.2639
COMP_131,31,168,5.5032,11.7144,206.149
COMP_132,22,0,4.8728,9.5646,206.1572
COMP_132,22,24,5.0673,10.3785,208.7667
COMP_132,22,96,5.098,10.608,211.3305
COMP_132,22,168,4.9612,10.8918,212.8254
COMP_133,21,0,5.054,12.1286,197.3755
COMP_133,21,24,3.9891,13.2875,197.2945
COMP_133,21,96,3.1096,13.4083,209.9994
COMP_133,21,168,6.4522,13.7568,200.6541
COMP_134,24,0,4.7341,7.8182,203.1094
COMP_134,24,24,4.7214,8.7529,205.3762
COMP_134,24,96,4.7174,9.1844,208.1207
COMP_134,24,168,4.7558,9.3323,209.2883
COMP_135,21,0,4.9782,11.6534,195.6394
COMP_135,21,24,5.1283,12.67,198.152
COMP_135,21,96,4.9588,13.1556,200.4117
COMP_135,21,168,5.0372,13.3511,202.1516
COMP_136,21,0,5.1151,11.074,195.6684
COMP_136,21,24,5.0071,12.1277,198.0114
COMP_136,21,96,5.1653,12.5945,200.5163
COMP_136,21,168,5.291,12.5409,202.4227
COMP_137,48,0,5.476,9.9339,202.685
COMP_137,48,24,5.3226,10.9551,204.9218
COMP_137,48,96,5.3626,11.4364,207.3443
COMP_137,48,168,5.3591,11.3727,209.0391
COMP_138,41,0,5.1501,11.5539,207.7532
COMP_138,41,24,5.1236,12.456,209.6943
COMP_138,41,96,5.2265,12.9321,212.094
COMP_138,41,168,5.3134,13.1086,214.2913
COMP_139,5,0,4.9365,10.8072,202.1029
COMP_139,5,24,4.953,11.7651,204.5522
COMP_139,5,96,5.2006,12.2367,206.8842
COMP_139,5,168,5.2861,12.2746,208.4116
COMP_140,14,0,4.4028,10.8719,200.0014
COMP_140,14,24,4.2616,11.7501,202.675
COMP_140,14,96,4.4145,12.1535,205.4295
